StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,CONSENT_Q,AGE,HPW,RACE,RACE_6_TEXT,GENDER,GENDER_4_TEXT,EDU,TENURE,JOB_TITLE,MANAGER,NUM_EMPLOYEES,INDUSTRY,GRQ,RMP,POWER_1,POWER_2,POWER_3,COMPETE,COOP,NORM_COMMIT,INNOVATE,1_AFFECTIVE_1,1_COSTS_1,1_BENEFITS_1,2_AFFECTIVE_1,2_COSTS_1,2_BENEFITS_1,3_AFFECTIVE_1,3_COSTS_1,3_BENEFITS_1,4_AFFECTIVE_1,4_COSTS_1,4_BENEFITS_1,5_AFFECTIVE_1,5_COSTS_1,5_BENEFITS_1,6_AFFECTIVE_1,6_COSTS_1,6_BENEFITS_1,7_AFFECTIVE_1,7_COSTS_1,7_BENEFITS_1,8_AFFECTIVE_1,8_COSTS_1,8_BENEFITS_1,9_AFFECTIVE_1,9_COSTS_1,9_BENEFITS_1,10_AFFECTIVE_1,10_COSTS_1,10_BENEFITS_1,INT _1,INT _2,INT _3,INT _4,INT _5,INT _6,ATTENTION,INT _7,INT _8,INT _9,INT _10,Prolific_ID,RISKPERCEPTION
2/22/23 10:47,2/22/23 10:53,0,31.117.233.105,100,340,1,2/22/23 10:53,R_A1Iv9pSi2AAUak1,,,,,51.5113,-0.2714,anonymous,EN,1,26,37,2,,1,,6,0,Data Analyst,2,9,13,4,2,4,9,4,2,4,3,4,3,4,1,4,5,0,2,4,1,0,2,2,4,4,0,0,0,4,2,2,1,0,0,3,4,5,0,0,0,3,2,2,2,3,4,4,5,2,3,2,4,5e466ad1d2a6e513c04b68dd,BENEFITS
2/22/23 10:46,2/22/23 10:53,0,88.107.41.162,100,439,1,2/22/23 10:53,R_25zv13upcXEvvsu,,,,,51.3488,-0.0321,anonymous,EN,1,31,38,2,,2,,5,7,Paediatric pharmacist ,1,9,12,3,3,6,9,6,4,4,2,2,6,5,1,4,3,1,4,4,4,5,4,1,2,2,2,1,6,1,4,3,0,0,0,5,2,2,3,1,4,1,2,1,1,1,1,3,5,2,4,2,3,63469bd33371c82a7869d6ea,BENEFITS
2/22/23 10:46,2/22/23 10:54,0,92.8.92.0,100,442,1,2/22/23 10:54,R_2aBfyGV7jQiK305,,,,,53.774,-2.7057,anonymous,EN,1,30,40,3,,2,,6,4,Doctoral Researcher,2,9,10,5,3,4,7,4,2,4,2,4,2,2,5,7,6,0,4,4,4,6,5,6,3,2,5,2,3,3,3,4,7,2,2,6,3,3,6,7,6,3,4,1,3,4,4,4,5,4,5,4,3,5d90dbb346d0870016fc38b3,BENEFITS
2/22/23 10:47,2/22/23 10:54,0,151.224.68.92,100,376,1,2/22/23 10:54,R_3QPqCZogl3JQhdk,,,,,50.3989,-4.1727,anonymous,EN,1,60,30,3,,2,,2,17,Health care assistant ,2,9,12,4,3,3,3,3,2,5,4,4,6,7,1,7,6,1,4,4,2,3,3,2,1,3,3,1,3,4,7,6,0,1,3,3,7,5,0,0,0,7,2,1,3,4,1,4,5,2,3,1,4,6310be90282759abb2029889,AFFECTIVE
2/22/23 10:47,2/22/23 10:54,0,78.150.67.43,100,393,1,2/22/23 10:54,R_2RTWMoSZb2i96We,,,,,50.8069,-0.5834,anonymous,EN,1,28,40,3,,2,,3,5,Customer service representative ,2,8,8,3,2,1,4,1,4,5,4,1,5,6,1,7,7,0,5,5,2,5,4,3,7,6,0,1,1,2,6,6,0,3,3,0,5,6,1,2,2,3,2,1,2,3,2,4,5,2,3,2,3,59ad23d45ea0f300012816ad,AFFECTIVE
2/22/23 10:50,2/22/23 10:54,0,92.40.194.156,100,247,1,2/22/23 10:54,R_3JyCkxdXBG9fkHQ,,,,,56.0348,-3.4981,anonymous,EN,1,46,45,3,,1,,6,13,Manager,1,2,14,3,1,5,8,5,4,2,2,1,3,3,4,5,5,3,3,3,3,2,3,3,3,3,3,4,3,3,5,5,3,3,1,4,4,4,2,4,4,4,4,1,2,4,1,1,5,1,2,1,1,5b745e5224dc7900017e0d3e,AFFECTIVE
2/22/23 10:49,2/22/23 10:54,0,94.10.108.52,100,317,1,2/22/23 10:54,R_2E4ehrjL7o98ZYD,,,,,53.8686,-1.4439,anonymous,EN,1,35,35,3,,1,,2,3,Operative ,2,9,7,5,3,3,7,3,4,4,2,3,4,5,3,6,5,1,3,2,4,5,5,2,4,5,1,2,2,4,3,3,2,3,3,2,2,2,5,4,4,4,4,4,3,2,4,2,5,4,4,4,1,63d03d50cf6d2714e82f8daa,AFFECTIVE
2/22/23 10:48,2/22/23 10:54,0,148.252.133.242,100,359,1,2/22/23 10:54,R_3HkniiqqNOg8VvK,,,,,55.9552,-3.2,anonymous,EN,1,25,40,3,,2,,6,0,Research Technician,2,9,4,3,3,4,6,5,4,4,2,4,7,5,1,6,6,1,6,5,,3,6,2,5,5,2,4,4,3,6,6,1,7,7,1,5,4,2,4,4,3,1,1,1,2,1,2,5,2,2,2,1,5d15f0e7768bdf000154de48,AFFECTIVE
2/22/23 10:49,2/22/23 10:55,0,85.255.234.87,100,307,1,2/22/23 10:55,R_1ohALzrJalAJJ11,,,,,51.4964,-0.1224,anonymous,EN,1,34,38,3,,2,,6,13,Sister charge nurse,1,9,12,1,3,6,7,7,2,5,2,5,7,7,1,7,7,7,7,7,0,7,7,1,7,7,0,1,0,7,7,7,0,1,1,7,7,7,0,0,0,7,1,1,1,1,2,5,5,1,5,1,5,5e3e14086704e80977b7d715,AFFECTIVE
2/22/23 10:48,2/22/23 10:55,0,90.253.108.109,100,378,1,2/22/23 10:55,R_21HEPb3NFxkUNf0,,,,,51.7639,-0.2236,anonymous,EN,1,40,36,3,,2,,5,10,Branch manager ,1,9,13,5,3,4,6,4,4,4,1,4,6,5,2,7,6,1,4,4,2,4,3,3,2,4,3,2,2,4,2,3,3,1,1,2,4,2,3,2,1,4,4,1,2,3,4,5,5,2,4,2,5,5a3adfb705f005000104d2a3,BENEFITS
2/22/23 10:49,2/22/23 10:55,0,147.12.251.155,100,357,1,2/22/23 10:55,R_332tWA5SieGS26E,,,,,51.5026,-0.066,anonymous,EN,1,31,35,2,,1,,6,0,Assistant Project Manager,2,9,15,7,3,2,8,7,5,5,1,5,2,,7,7,3,7,3,3,7,,,7,6,,7,7,7,,2,4,3,0,5,7,2,4,3,7,7,,1,1,1,4,1,1,5,4,3,2,1,63cfefe46c677c6d55196048,BENEFITS
2/22/23 10:49,2/22/23 10:55,0,82.132.236.97,100,326,1,2/22/23 10:55,R_27alf2GGJFXv42h,,,,,53.4729,-2.2908,anonymous,EN,1,34,40,3,,1,,5,7,Warehouse supervisor ,1,8,15,2,3,3,3,3,2,4,2,1,2,4,1,1,4,2,3,4,1,3,4,1,1,2,2,0,1,1,1,4,1,1,2,2,2,4,1,1,1,2,1,1,,,1,1,5,1,2,1,1,63cffbb83de2a98d677a3284,COSTS
2/22/23 10:47,2/22/23 10:55,0,90.240.62.170,100,456,1,2/22/23 10:55,R_2zx3blQHmrqjaQd,,,,,52.4994,-2.0188,anonymous,EN,1,61,37,3,,2,,3,6,Admin officer,2,9,8,1,3,2,2,2,1,3,1,3,6,5,1,7,6,0,6,3,0,4,1,0,6,5,0,4,1,0,7,5,0,6,6,0,6,6,0,6,5,0,2,1,2,3,1,4,5,1,3,,4,5df8df8e8d257b65573a2bd2,BENEFITS
2/22/23 10:52,2/22/23 10:55,0,79.71.241.65,100,206,1,2/22/23 10:55,R_risYT1UCPaJOPsJ,,,,,52.6019,-1.1076,anonymous,EN,1,31,60,3,,1,,3,4,General Manager ,1,1,13,4,3,7,7,7,2,4,4,2,0,1,0,2,1,2,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,2,1,1,0,2,0,0,1,1,1,1,2,1,2,5,3,1,2,2,62ff3d3ee03b44e79bb2d479,BENEFITS
2/22/23 10:49,2/22/23 10:55,0,81.135.192.64,100,343,1,2/22/23 10:55,R_3kvxKoKtc4e4deK,,,,,50.8546,0.5362,anonymous,EN,1,35,40,3,,1,,4,5,Developer ,2,9,19,5,3,4,6,4,4,3,2,3,3,4,4,4,4,4,3,4,4,3,3,4,4,4,3,2,2,2,3,4,4,4,4,4,2,3,3,3,4,3,3,2,3,3,3,3,3,3,3,2,4,61103c9be7e087a12519d6fd,COSTS
2/22/23 10:49,2/22/23 10:55,0,82.42.182.207,100,405,1,2/22/23 10:55,R_4UZ83Xg2HQ1y8xz,,,,,53.4972,-1.1808,anonymous,EN,1,51,37,3,,1,,2,35,Civil Servant,2,9,8,3,3,6,8,6,2,5,1,4,6,6,2,6,7,1,4,3,3,6,5,2,2,2,5,3,2,4,2,2,4,1,1,5,3,4,4,1,0,6,1,1,2,1,2,3,5,2,2,2,3,5b780cc655f12e0001b4d85a,AFFECTIVE
2/22/23 10:48,2/22/23 10:56,0,84.65.58.26,100,469,1,2/22/23 10:56,R_1mg8g1PngEG4dQB,,,,,51.5667,-1.1985,anonymous,EN,1,37,38,3,,,,3,1,Cloud and Network Architect,2,9,12,1,3,6,6,6,4,5,2,4,7,7,,7,6,1,5,3,5,7,7,0,5,6,6,2,4,7,5,7,1,3,4,1,7,7,,7,5,5,1,1,1,1,2,4,5,1,2,2,5,63d157702e8febf67d4a5acc,AFFECTIVE
2/22/23 10:52,2/22/23 10:56,0,82.132.227.112,100,243,1,2/22/23 10:56,R_21iAixSi72mqsc5,,,,,51.5161,0.0584,anonymous,EN,1,48,35,3,,2,,2,0,Legal secretary ,2,9,18,4,2,1,2,1,4,4,3,2,3,5,1,4,6,0,2,5,0,3,6,0,4,6,0,5,6,0,4,6,0,4,6,0,4,6,0,4,6,0,4,3,,,4,2,5,4,3,4,2,5ac7606f9534ba0001c75a07,COSTS
2/22/23 10:48,2/22/23 10:56,0,82.12.116.143,100,439,1,2/22/23 10:56,R_2b45roJAnCFoM6T,,,,,51.7784,0.1057,anonymous,EN,1,36,34,3,,2,,5,6,Service Officer,2,9,8,2,3,5,7,5,2,3,4,3,6,7,0,7,7,,5,4,3,5,5,3,4,5,3,0,,,7,7,,0,0,4,7,7,,0,0,0,1,1,1,1,1,3,5,1,3,2,3,5ccb133b347cb5001b4770b6,COSTS
2/22/23 10:48,2/22/23 10:56,0,31.185.41.147,100,484,1,2/22/23 10:56,R_3Dwmu8HAwuAKbEC,,,,,51.1449,1.3019,anonymous,EN,1,25,37,3,,2,,6,2,Student mentor ,2,9,10,3,3,2,5,2,2,5,3,3,4,4,1,6,6,0,5,4,1,3,2,,4,5,1,4,2,1,4,5,,3,2,1,4,5,,3,4,1,1,1,1,3,1,3,5,1,2,1,3,5f6b616063b89e037b6fa18e,AFFECTIVE
2/22/23 10:51,2/22/23 10:56,0,165.225.80.233,100,296,1,2/22/23 10:56,R_2R82YOMGJ8FvOKB,,,,,51.4743,-0.0928,anonymous,EN,1,47,38,3,,2,,7,18,Geoscience Team Leader,1,9,4,5,2,7,7,7,1,4,4,5,3,3,0,5,6,0,2,3,2,2,3,1,5,4,1,0,3,1,2,4,1,0,1,1,3,4,3,0,2,0,1,1,1,1,1,5,5,2,4,2,5,56c10b2eeb5b2200065baa08,BENEFITS
2/22/23 10:50,2/22/23 10:56,0,109.150.119.191,100,348,1,2/22/23 10:56,R_2uCizMNsRWHPF5E,,,,,51.7219,0.4811,anonymous,EN,1,27,40,3,,1,,3,1,Accounts Assistant,2,5,19,5,2,6,8,6,4,4,2,4,3,4,3,4,6,3,2,3,4,2,3,5,2,3,4,2,2,4,2,4,5,1,3,5,4,4,3,3,3,4,3,1,1,3,1,4,5,2,4,2,3,60be5f338dbd33a1837a87fc,AFFECTIVE
2/22/23 10:52,2/22/23 10:56,0,92.237.170.9,100,297,1,2/22/23 10:56,R_PwBFgMmukp6jYg9,,,,,53.5024,-2.5224,anonymous,EN,1,43,38,3,,1,,3,2,Senior Developer,1,9,18,5,3,7,7,7,1,4,4,3,3,3,3,5,5,5,0,,0,5,2,2,0,0,2,2,3,4,3,3,3,1,1,1,5,5,0,3,3,4,1,1,1,1,3,3,5,1,5,1,3,62c42e4aa25cdbb064c13257,AFFECTIVE
2/22/23 10:52,2/22/23 10:57,0,82.132.219.173,100,287,1,2/22/23 10:57,R_1o1CPCCJKa3gZrb,,,,,51.4964,-0.1224,anonymous,EN,1,44,40,3,,1,,7,4,Business development manager ,1,5,4,5,3,7,7,7,1,5,1,4,4,5,2,3,5,3,4,5,1,6,7,,1,1,5,0,0,1,1,4,4,0,,4,7,7,0,0,1,0,1,3,4,1,4,4,5,2,5,4,4,5d59b9c062caf9001da76564,COSTS
2/22/23 10:50,2/22/23 10:57,0,82.132.230.113,100,409,1,2/22/23 10:57,R_1NE5ZvM5h9J5wlb,,,,,51.4897,-0.1063,anonymous,EN,1,25,37,3,,2,,5,0,UX consultant ,2,6,4,3,2,2,5,6,2,5,2,4,3,1,5,5,4,2,4,3,3,3,2,4,2,3,4,4,3,2,5,5,,4,4,,4,3,4,3,2,1,2,1,2,1,3,2,5,2,1,2,2,604cfea6a1136bc2a851df49,BENEFITS
2/22/23 10:50,2/22/23 10:57,0,5.69.148.234,100,417,1,2/22/23 10:57,R_3kuGlKXceANUnIh,,,,,51.413,0.1194,anonymous,EN,1,44,38,3,,2,,3,25,Head of Product ,1,9,5,4,3,8,8,8,2,5,4,3,1,2,4,0,4,0,0,0,2,0,0,0,0,0,4,0,1,2,0,1,2,0,0,6,1,3,3,0,0,0,4,3,4,5,5,3,5,3,4,5,3,5841e1b3541de800013d49ce,COSTS
2/22/23 10:49,2/22/23 10:57,0,155.190.33.7,100,464,1,2/22/23 10:57,R_3NEzxiW3S3EhyYf,,,,,51.5095,-0.0955,anonymous,EN,1,27,37,"1,3",,1,,6,3,Assistant Project Manager,2,9,7,4,3,2,4,5,4,5,2,2,2,2,1,5,5,1,4,1,1,1,1,1,3,2,3,2,2,3,3,1,1,1,1,3,3,2,1,1,1,4,1,1,1,1,2,3,5,2,3,2,2,6384d67ad4b8f9be72f67ed9,COSTS
2/22/23 10:52,2/22/23 10:57,0,90.198.152.26,100,329,1,2/22/23 10:57,R_3DjcZS3nilcK1hn,,,,,52.3958,-1.4796,anonymous,EN,1,33,38,3,,1,,2,10,Facilities manager ,1,9,18,5,3,7,8,7,4,5,1,5,7,7,0,7,7,0,7,7,0,5,1,1,7,7,0,1,1,4,7,7,0,3,2,2,7,5,0,4,1,3,1,1,1,1,1,2,5,1,2,1,3,636655a7d816c3418219d496,AFFECTIVE
2/22/23 10:50,2/22/23 10:57,0,143.58.231.37,100,447,1,2/22/23 10:57,R_1PTvPH6Y9r6eA9p,,,,,53.4809,-2.2374,anonymous,EN,1,24,35,3,,1,,5,2,Monitoring Support Officer,2,9,10,5,3,3,8,3,4,4,1,4,5,5,2,5,5,2,5,4,1,6,5,1,3,4,1,3,2,5,3,3,3,1,1,5,3,4,3,2,2,4,1,2,1,1,2,3,1,4,,4,3,634767149c3e006d190ace2d,AFFECTIVE
2/22/23 10:53,2/22/23 10:58,0,77.100.19.108,100,286,1,2/22/23 10:58,R_28J1cE3W4fSWnMs,,,,,51.2539,0.5327,anonymous,EN,1,22,37,3,,2,,5,2,Social Worker,1,9,12,5,3,6,8,6,3,4,2,4,4,3,6,6,6,4,5,5,4,5,4,4,5,4,3,4,4,4,4,5,4,4,3,5,6,6,3,4,4,5,4,1,2,4,4,3,5,2,3,1,3,60fdab5109f28669ffadb847,BENEFITS
2/22/23 10:52,2/22/23 10:58,0,151.226.134.130,100,342,1,2/22/23 10:58,R_1dmZzvjKUxyVwGC,,,,,52.5578,-0.2675,anonymous,EN,1,41,30,3,,2,,6,2,Psychological well-being practitioner ,2,9,12,1,3,4,7,4,2,5,1,5,5,5,1,5,5,,2,2,2,4,4,1,2,2,4,2,1,2,5,5,,2,2,4,5,4,2,2,1,2,1,1,1,1,1,4,5,1,4,1,3,63d4318d185bed0370fd96ba,COSTS
2/22/23 10:52,2/22/23 10:58,0,86.163.54.207,100,336,1,2/22/23 10:58,R_24wqx8DxCnbk10E,,,,,52.926,-1.4334,anonymous,EN,1,32,38,3,,2,,5,10,Admissions Officer,2,9,10,4,3,3,3,3,2,4,2,4,3,2,2,4,3,3,4,2,2,3,2,2,4,4,2,3,2,2,5,4,4,4,3,2,6,4,4,4,3,2,2,2,3,2,3,4,1,1,3,2,4,62a46fee8ec66f9695c916fe,COSTS
2/22/23 10:51,2/22/23 10:58,0,51.9.16.176,100,435,1,2/22/23 10:58,R_agFPnuo4XfKbuDL,,,,,52.5874,-2.138,anonymous,EN,1,55,35,3,,2,,5,20,Managing director ,1,1,17,1,1,10,10,10,1,5,1,4,4,2,4,3,4,2,4,2,5,3,3,4,,0,4,2,3,5,3,3,2,4,4,4,6,5,0,2,3,6,1,1,3,4,3,4,5,1,3,1,3,598b719b9eb0b10001536b63,COSTS
2/22/23 10:53,2/22/23 10:58,0,81.79.180.37,100,318,1,2/22/23 10:58,R_9RBxxhWidwU1wlP,,,,,52.4214,-1.5674,anonymous,EN,1,44,38,3,,2,,6,3,marketing manager,1,8,10,3,2,5,7,6,2,5,2,4,2,2,4,2,3,2,5,5,3,3,3,5,3,2,3,2,2,3,4,5,3,1,1,2,4,5,1,2,3,3,2,1,1,2,1,1,5,1,3,1,1,5a25a9a3b51f2c0001e5d9ed,BENEFITS
2/22/23 10:48,2/22/23 10:58,0,86.145.22.94,100,616,1,2/22/23 10:58,R_3pf243cPBF4WFE9,,,,,50.5459,-3.5345,anonymous,EN,1,69,60,3,,1,,2,12,Senior Vice President,1,9,6,4,3,8,8,8,3,5,1,4,4,4,3,6,6,1,4,5,3,4,4,3,3,2,2,4,3,2,5,4,3,3,3,3,5,5,2,4,4,3,2,1,3,4,3,2,5,2,4,1,2,5ea179b1b5b2e50258b36349,COSTS
2/22/23 10:55,2/22/23 10:58,0,86.144.124.157,100,214,1,2/22/23 10:58,R_2drL3jla7N8gKPe,,,,,51.5977,0.5313,anonymous,EN,1,25,35,3,,2,,5,1,Sales and Admin,2,6,13,5,1,3,7,3,1,4,4,2,1,1,3,5,5,1,4,4,1,1,1,2,2,3,2,1,2,4,3,3,2,2,2,4,1,4,7,5,5,3,2,1,4,4,2,1,5,2,2,4,2,5efa27ec1c76730eff3dad8e,BENEFITS
2/22/23 10:53,2/22/23 10:59,0,86.178.212.242,100,345,1,2/22/23 10:59,R_6FHrA7wSEkNKxR7,,,,,53.6235,-2.3352,anonymous,EN,1,43,60,3,,2,,5,23,,1,6,10,5,2,8,8,8,2,4,2,4,6,6,1,7,7,1,7,6,1,6,6,1,3,3,4,4,4,2,6,6,1,4,4,3,6,6,2,5,3,4,1,1,1,1,1,4,5,1,1,1,4,5e4e9518800b8f037e7653a2,COSTS
2/22/23 10:55,2/22/23 10:59,0,82.21.77.141,100,235,1,2/22/23 10:59,R_31yp2ewUkFyQXIL,,,,,54.5396,-5.975,anonymous,EN,1,32,40,3,,2,,2,2,Admin officer ,2,5,8,4,2,2,7,2,4,4,5,2,7,7,3,7,7,7,7,7,1,7,7,7,5,5,6,4,5,5,3,5,7,2,2,7,3,2,5,5,5,5,1,1,1,1,1,2,5,4,5,4,4,627b7ab91b4aa45720dfebb7,BENEFITS
2/22/23 10:55,2/22/23 10:59,0,82.27.118.73,100,219,1,2/22/23 10:59,R_31LghmK9YvyAcQC,,,,,51.6013,-0.2636,anonymous,EN,1,45,40,3,,1,,8,0,Finance Systems Manager,1,9,10,5,3,7,8,7,4,5,4,4,5,6,4,6,6,6,5,5,4,5,5,6,4,4,4,3,3,3,7,6,6,3,3,2,6,6,6,2,2,4,1,3,4,1,4,4,5,1,4,1,4,60a6b2ed58d0aaed52f1dcf4,AFFECTIVE
2/22/23 10:54,2/22/23 10:59,0,90.255.38.144,100,311,1,2/22/23 10:59,R_2aafJnDSMhgS37I,,,,,51.5026,-0.0655,anonymous,EN,1,33,37,3,,1,,3,11,Quality Performance Analyst,1,9,5,5,3,4,8,4,3,2,4,4,7,7,0,7,7,0,5,1,4,7,7,0,6,5,0,0,1,7,5,4,0,4,4,0,6,4,3,7,0,7,1,1,1,4,4,5,5,3,4,1,5,5d1de78de01d910019b2b9da,BENEFITS
2/22/23 10:54,2/22/23 10:59,0,86.190.111.59,100,293,1,2/22/23 10:59,R_2R4epetilYPwulV,,,,,53.0632,-0.7842,anonymous,EN,1,30,38,3,,1,,5,2,configuration specialist,2,6,17,1,3,2,10,2,2,5,1,4,4,4,2,4,4,2,3,3,1,4,4,1,4,4,3,1,1,3,4,4,2,1,1,4,3,3,4,1,1,3,1,1,1,1,1,1,1,1,1,1,1,5c485ca68133a40001bad6c3,AFFECTIVE
2/22/23 10:54,2/22/23 10:59,0,31.205.193.35,100,314,1,2/22/23 10:59,R_2CBYEHiqIH75INE,,,,,50.8976,-1.4004,anonymous,EN,1,25,32,3,,1,,6,2,PhD Researcher,2,9,4,5,2,3,9,3,4,4,1,5,1,2,4,2,3,4,1,1,5,0,1,5,0,1,6,0,0,4,0,2,5,0,0,5,0,1,6,0,2,6,1,1,1,1,3,2,5,3,2,3,2,628f6f6f0095bdb7864a1447,AFFECTIVE
2/22/23 10:52,2/22/23 10:59,0,90.209.212.165,100,449,1,2/22/23 10:59,R_8HyEWJJNHNORbnH,,,,,55.8742,-3.9291,anonymous,EN,1,32,35,3,,2,,4,11,Collections agent,2,9,17,5,3,2,5,3,3,3,3,3,1,2,1,1,1,2,1,2,,1,3,2,2,1,1,2,3,2,2,3,4,1,2,2,1,2,2,1,2,2,4,4,4,4,4,4,5,4,4,5,4,5a209a6d772bc40001ba087a,COSTS
2/22/23 10:55,2/22/23 10:59,0,92.236.41.33,100,270,1,2/22/23 10:59,R_3kHseqLB4Qgl1Dz,,,,,51.4534,-2.5077,anonymous,EN,1,32,40,3,,2,,5,2,Marketing Manager,1,7,13,5,2,5,7,5,3,4,1,4,4,3,3,3,2,4,4,3,3,2,3,5,2,2,4,4,3,3,3,4,1,4,4,2,4,3,4,5,3,2,1,1,2,3,2,1,5,2,1,1,2,63d79eef8f68347e64a3d2ef,COSTS
2/22/23 10:54,2/22/23 10:59,0,92.40.169.207,100,304,1,2/22/23 10:59,R_3ee2oqVEUXWDjko,,,,,52.6513,-1.0876,anonymous,EN,1,31,40,3,,1,,5,8,Senior data services executive,2,6,18,3,1,3,7,3,1,5,1,2,2,2,1,2,2,1,3,2,1,2,1,1,1,1,1,2,2,1,2,2,1,0,0,0,1,1,1,5,5,2,1,1,1,2,1,1,5,1,4,1,1,60576919e7608354530a110c,BENEFITS
2/22/23 10:54,2/22/23 10:59,0,209.93.158.149,100,295,1,2/22/23 10:59,R_1DBkW7tD5zU9H8V,,,,,51.5708,-0.1033,anonymous,EN,1,46,45,6,Mixed,1,,7,5,Senior Campaigner,1,5,18,6,3,7,8,7,2,5,3,3,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,2,0,0,0,1,1,1,2,1,2,1,1,1,5,2,2,1,1,62fb86c2e4ce2e2953107faa,AFFECTIVE
2/22/23 10:50,2/22/23 10:59,0,86.25.141.240,100,573,1,2/22/23 10:59,R_eVePV4IainCsmVX,,,,,52.3518,-1.2778,anonymous,EN,1,39,37,3,,1,,5,8,Engineering specialist,2,9,15,5,3,7,8,7,2,4,3,4,4,4,5,5,6,2,5,5,2,6,4,2,2,2,6,5,4,4,4,3,4,1,1,7,4,7,1,1,1,5,1,1,1,1,1,2,5,1,2,1,3,63ea426074818c2e7b1236e3,AFFECTIVE
2/22/23 10:54,2/22/23 10:59,0,86.171.29.108,100,318,1,2/22/23 10:59,R_2w7CicdfUCy0koP,,,,,52.8487,-0.3417,anonymous,EN,1,34,45,3,,1,,6,4,Secondary Teacher,1,5,10,5,3,3,5,4,2,5,4,4,3,3,5,4,5,6,3,2,5,7,7,1,4,6,4,1,1,1,4,5,2,2,2,3,3,4,2,4,3,4,4,2,2,2,1,5,5,1,2,1,5,63d030d58139ed3a499f0672,COSTS
2/22/23 10:55,2/22/23 10:59,0,195.194.39.100,100,266,1,2/22/23 10:59,R_24c0pxl8ECGinWw,,,,,51.8424,-2.0543,anonymous,EN,1,38,70,3,,1,,7,5,Senior Head of Department,1,8,10,5,1,9,9,9,4,4,2,4,4,4,3,6,6,1,6,6,1,5,5,2,4,4,3,2,2,4,6,6,1,2,2,4,6,6,1,2,2,2,1,1,2,2,2,3,5,1,4,1,3,63d3f99fe5b801f923a38167,BENEFITS
2/22/23 10:54,2/22/23 10:59,0,86.190.0.182,100,294,1,2/22/23 10:59,R_PNWeQep2Xot5vj3,,,,,51.7522,-1.8369,anonymous,EN,1,40,42,3,,1,,6,1,bio gas engineer,2,4,5,3,3,5,3,8,2,4,3,3,6,5,1,5,5,1,2,2,2,2,5,2,5,5,1,1,1,,3,3,2,5,1,0,2,2,1,2,3,2,1,1,1,2,2,1,5,1,1,,,62a8e8d53d81e31a0c0331d3,BENEFITS
2/22/23 10:55,2/22/23 11:00,0,193.61.206.9,100,256,1,2/22/23 11:00,R_VIGQklIwS3o5ak9,,,,,51.5026,-0.066,anonymous,EN,1,32,35,2,,1,,5,4,Web & Communications Coordnator,2,9,10,5,2,6,7,9,2,5,4,4,4,4,5,7,7,0,4,6,3,5,4,2,6,7,2,1,1,4,6,7,1,1,1,3,5,6,5,2,2,4,3,1,4,2,5,2,5,2,4,2,4,5dded98ea4aa26f899702668,BENEFITS
2/22/23 10:54,2/22/23 11:00,0,86.20.239.42,100,354,1,2/22/23 11:00,R_3Rl8kVXfVV5c16r,,,,,51.6013,-0.2636,anonymous,EN,1,42,40,3,,2,,6,4,Sales Support Co-ordinator ,2,6,13,2,2,2,7,2,4,4,3,4,5,5,1,1,1,2,1,1,5,6,6,0,1,0,4,2,3,4,4,3,,2,2,3,4,4,2,3,3,3,2,2,4,3,2,4,5,2,4,3,4,5ea3477e03894a0eddec292b,AFFECTIVE
2/22/23 10:54,2/22/23 11:00,0,188.29.24.197,100,345,1,2/22/23 11:00,R_ZmFS439kC8o4SQN,,,,,51.4957,-0.1772,anonymous,EN,1,59,37,3,,1,,5,4,Scientist ,2,9,4,4,2,4,6,4,3,5,2,3,6,6,3,6,5,4,3,3,3,4,4,3,6,6,4,2,2,2,4,3,3,3,3,3,4,4,4,2,2,2,1,1,1,1,1,1,5,1,1,1,1,5e84629868b86400086cce3e,BENEFITS
2/22/23 10:57,2/22/23 11:00,0,90.217.97.105,100,179,1,2/22/23 11:00,R_2tzn3sHQmJCNc7l,,,,,54.5744,-1.2317,anonymous,EN,1,45,50,3,,2,,6,2,teacher,1,9,10,6,3,7,7,8,4,5,1,5,3,4,3,7,7,0,4,3,3,4,3,3,3,3,3,4,4,4,4,7,3,5,4,3,7,7,0,,3,3,2,,2,1,,,5,,1,,,60f9aef5f00e2df3c8885844,COSTS
2/22/23 10:53,2/22/23 11:00,0,209.93.248.0,100,405,1,2/22/23 11:00,R_OxIPH8T6dhxW3p7,,,,,50.2243,-5.2586,anonymous,EN,1,45,38,3,,1,,5,0,Technical Support Manager,1,1,17,4,3,6,7,6,3,4,2,4,5,5,1,5,4,1,2,1,3,1,1,1,1,2,1,1,1,4,2,3,2,0,2,3,3,1,3,1,1,3,2,1,4,4,3,3,5,2,3,4,3,5a03241a6e1ea9000124dead,BENEFITS
